48
[0.0, 4726.7, 1204.3, 6362.5, 3657.0, 3129.5, 2413.5, 562.3, 462.1, 5653.5, 1712.4, 1603.6, 2367.2, 2200.4, 1289.4, 1003.9, 3832.7, 2257.6, 3418.9, 2267.0, 2956.0, 720.0, 1699.3, 5278.2, 2577.9, 6075.5, 3464.7, 2653.7, 3624.6, 3114.9, 1573.2, 3950.1, 1747.4, 2141.2, 6754.2, 2382.1, 3305.9, 1028.9, 3529.3, 824.3, 2187.0, 4819.4, 3489.0, 1946.9, 6834.3, 1541.7, 2378.5, 3743.1]
[4726.7, 0.0, 3587.4, 2011.7, 1841.4, 6976.8, 6500.0, 5186.9, 5027.7, 2326.8, 4147.8, 4722.7, 3634.9, 3124.1, 4906.1, 3929.7, 7462.8, 6337.1, 7242.3, 5104.6, 4042.9, 4021.4, 3676.2, 2862.6, 3105.9, 1849.2, 7172.9, 6629.0, 1203.2, 6813.1, 6000.6, 3446.9, 5252.2, 2655.6, 3122.6, 6273.4, 7182.8, 5621.9, 3084.1, 4563.0, 2755.1, 1590.9, 7026.7, 6185.7, 3471.2, 5460.7, 4389.1, 2087.3]
[1204.3, 3587.4, 0.0, 5162.0, 2457.9, 3677.4, 3070.4, 1742.0, 1443.6, 4462.0, 1183.6, 1520.0, 1497.2, 1102.7, 1500.9, 950.2, 4297.5, 2902.4, 3966.4, 2168.8, 2208.9, 651.6, 827.1, 4135.8, 1517.3, 4873.0, 3953.1, 3253.1, 2446.0, 3580.3, 2440.6, 2959.6, 1965.2, 949.3, 5563.7, 2915.1, 3877.8, 2034.6, 2482.0, 1026.9, 1394.9, 3616.9, 3890.8, 2685.3, 5660.2, 2023.0, 1866.2, 2560.0]
[6362.5, 2011.7, 5162.0, 0.0, 2798.7, 8063.7, 7726.8, 6877.3, 6580.3, 1401.7, 5365.6, 5946.0, 4679.0, 4377.0, 6224.8, 5708.6, 8417.0, 7577.3, 8295.4, 6134.9, 4801.4, 5706.3, 4981.9, 2321.8, 4177.3, 319.8, 8185.6, 7799.9, 2777.3, 7858.0, 7408.0, 3762.9, 6460.6, 4222.1, 1426.0, 7450.7, 8263.0, 7130.4, 3668.4, 6010.9, 4637.3, 1680.8, 7986.7, 7501.6, 1876.2, 6757.8, 5359.9, 2843.8]
[3657.0, 1841.4, 2457.9, 2798.7, 0.0, 5329.5, 4945.9, 4199.9, 3823.6, 2011.2, 2572.6, 3156.1, 1923.1, 1579.2, 3426.3, 3178.2, 5748.3, 4792.8, 5577.0, 3408.2, 2222.3, 3065.9, 2184.3, 1859.3, 1400.1, 2490.1, 5485.3, 5034.3, 893.1, 5140.4, 4610.5, 1669.0, 3677.0, 1589.8, 3112.0, 4681.2, 5532.7, 4351.6, 1251.3, 3226.6, 2425.6, 1168.4, 5312.1, 4705.6, 3240.7, 3961.7, 2651.0, 303.8]
[3129.5, 6976.8, 3677.4, 8063.7, 5329.5, 0.0, 742.8, 3208.4, 2669.2, 6928.3, 2830.1, 2265.7, 3406.5, 3853.2, 2177.3, 4075.5, 726.0, 880.2, 292.6, 1929.2, 3309.3, 3671.5, 3314.1, 6198.4, 3931.8, 7744.9, 364.9, 481.7, 5774.0, 260.5, 1658.2, 4512.8, 1746.0, 4430.3, 7909.4, 768.5, 206.1, 2224.5, 4434.1, 2680.3, 5052.3, 6383.2, 549.6, 1223.0, 7804.2, 1669.7, 2703.9, 5230.0]
[2413.5, 6500.0, 3070.4, 7726.8, 4945.9, 742.8, 0.0, 2467.3, 1951.5, 6672.6, 2379.7, 1794.4, 3050.5, 3404.9, 1603.2, 3381.3, 1468.5, 167.9, 1019.5, 1680.2, 3109.4, 2993.0, 2826.5, 6008.8, 3551.1, 7411.2, 1103.1, 266.9, 5299.7, 820.3, 915.4, 4347.5, 1269.0, 3889.9, 7697.6, 331.0, 899.1, 1483.1, 4184.1, 2048.1, 4414.2, 6050.7, 1218.7, 481.3, 7634.2, 1053.3, 2431.5, 4883.6]
[562.3, 5186.9, 1742.0, 6877.3, 4199.9, 3208.4, 2467.3, 0.0, 717.9, 6202.4, 2240.4, 2050.4, 2919.8, 2761.6, 1686.7, 1303.8, 3931.3, 2330.3, 3486.4, 2668.5, 3486.2, 1174.7, 2259.1, 5839.0, 3140.2, 6595.2, 3562.8, 2727.0, 4119.9, 3239.2, 1558.4, 4506.6, 2081.6, 2657.9, 7303.8, 2511.1, 3363.9, 984.2, 4090.6, 1319.0, 2543.8, 5357.5, 3631.0, 1986.0, 7390.4, 1784.8, 2878.6, 4295.2]
[462.1, 5027.7, 1443.6, 6580.3, 3823.6, 2669.2, 1951.5, 717.9, 0.0, 5788.3, 1601.5, 1342.5, 2329.7, 2290.9, 969.7, 1450.6, 3375.2, 1795.9, 2958.0, 1950.6, 2834.5, 1111.7, 1724.8, 5345.5, 2627.6, 6284.8, 3006.7, 2192.4, 3888.5, 2660.0, 1121.5, 3919.3, 1371.8, 2390.8, 6883.0, 1926.1, 2844.4, 610.7, 3542.1, 675.0, 2589.3, 4992.0, 3038.1, 1485.5, 6933.3, 1111.7, 2195.3, 3875.4]
[5653.5, 2326.8, 4462.0, 1401.7, 2011.2, 6928.3, 6672.6, 6202.4, 5788.3, 0.0, 4391.5, 4946.1, 3647.9, 3500.0, 5273.3, 5182.1, 7215.6, 6534.3, 7139.7, 5021.1, 3620.2, 5076.6, 4089.2, 921.4, 3206.6, 1130.8, 7013.2, 6713.0, 2436.4, 6706.3, 6476.8, 2475.3, 5431.6, 3598.1, 1101.7, 6375.2, 7120.7, 6283.0, 2497.0, 5159.7, 4317.9, 936.4, 6794.6, 6506.7, 1267.9, 5772.7, 4248.6, 1914.0]
